Id,Id2,Geography,"April 1, 2010 - Census","April 1, 2010 - Estimates Base",Population Estimate (as of July 1) - 2010,Population Estimate (as of July 1) - 2011,Population Estimate (as of July 1) - 2012,Population Estimate (as of July 1) - 2013,Population Estimate (as of July 1) - 2014,Population Estimate (as of July 1) - 2015,Population Estimate (as of July 1) - 2016,Population Estimate (as of July 1) - 2017,Population Estimate (as of July 1) - 2018
0500000US48153,48153,"Floyd County, Texas",6446,6446,6403,6368,6349,6246,5947,5851,5863,5864,5837
0500000US48155,48155,"Foard County, Texas",1336,1336,1345,1362,1311,1288,1276,1226,1201,1206,1200
0500000US48157,48157,"Fort Bend County, Texas",585375,584690,590260,606063,624926,652050,684345,715067,743303,766136,787858
0500000US48159,48159,"Franklin County, Texas",10605,10603,10609,10563,10638,10616,10568,10606,10673,10780,10766
0500000US48161,48161,"Freestone County, Texas",19816,19817,19802,19599,19480,19595,19674,19745,19663,19654,19808
0500000US48163,48163,"Frio County, Texas",17217,17217,17258,17493,17929,18406,18946,19269,19373,19564,19816
0500000US48165,48165,"Gaines County, Texas",17526,17526,17589,17912,18315,18820,19350,20241,20480,20635,20901
0500000US48167,48167,"Galveston County, Texas",291309,291307,292476,295576,301053,306614,313426,321003,328822,334304,337890
0500000US48169,48169,"Garza County, Texas",6461,6461,6469,6576,6438,6392,6456,6418,6504,6559,6578
0500000US48171,48171,"Gillespie County, Texas",24837,24836,24887,25053,25193,25385,25495,25954,26259,26530,26804
0500000US48173,48173,"Glasscock County, Texas",1226,1226,1232,1238,1280,1271,1327,1379,1363,1360,1388
0500000US48175,48175,"Goliad County, Texas",7210,7210,7219,7208,7332,7451,7505,7510,7506,7548,7584
0500000US48177,48177,"Gonzales County, Texas",19807,19811,19798,19760,19937,20156,20366,20532,20817,20796,20826
0500000US48179,48179,"Gray County, Texas",22535,22537,22469,22657,22919,22995,23435,23251,22721,22121,21895
0500000US48181,48181,"Grayson County, Texas",120877,120875,121030,121417,121854,122371,123615,125647,128331,131214,133991
0500000US48183,48183,"Gregg County, Texas",121730,121745,121987,122657,123098,123255,123174,123915,123551,123123,123707
0500000US48185,48185,"Grimes County, Texas",26604,26581,26615,26652,26683,26796,27003,27305,27505,27977,28360
0500000US48187,48187,"Guadalupe County, Texas",131533,131534,132596,135810,139656,142909,146848,150665,154638,159841,163694
0500000US48189,48189,"Hale County, Texas",36273,36206,36270,36383,36257,35682,34463,34066,34163,34044,33830
0500000US48191,48191,"Hall County, Texas",3353,3353,3359,3312,3267,3164,3074,3096,3115,3059,3028
0500000US48193,48193,"Hamilton County, Texas",8517,8512,8465,8388,8248,8240,8159,8079,8231,8394,8484
0500000US48195,48195,"Hansford County, Texas",5613,5613,5601,5581,5535,5548,5562,5647,5580,5483,5463
0500000US48197,48197,"Hardeman County, Texas",4139,4139,4159,4159,4098,4066,3991,3915,3969,3964,3922
0500000US48199,48199,"Hardin County, Texas",54635,54635,54783,55061,55117,55301,55508,55761,56260,57159,57207
0500000US48201,48201,"Harris County, Texas",4092459,4093188,4107828,4179796,4264193,4355158,4458709,4561939,4629189,4664159,4698619
0500000US48203,48203,"Harrison County, Texas",65631,65644,65769,66345,66271,66288,66610,66710,66640,66540,66726
0500000US48205,48205,"Hartley County, Texas",6062,6062,6064,6030,6088,6001,6056,5700,5737,5721,5619
0500000US48207,48207,"Haskell County, Texas",5899,5902,5879,5958,5883,5898,5809,5843,5796,5783,5813
0500000US48209,48209,"Hays County, Texas",157107,157099,158212,163259,168518,176053,184895,194591,204358,214277,222631
0500000US48211,48211,"Hemphill County, Texas",3807,3807,3795,3956,4092,4152,4164,4273,4098,3945,3825
0500000US48213,48213,"Henderson County, Texas",78532,78534,78622,78792,78951,78639,79302,79507,80129,81061,82299
0500000US48215,48215,"Hidalgo County, Texas",774769,774768,779213,795741,808835,819374,830824,841061,850798,858323,865939
0500000US48217,48217,"Hill County, Texas",35089,35088,35145,35200,35157,34855,34776,34871,35173,35819,36354
0500000US48219,48219,"Hockley County, Texas",22935,22927,22852,22929,23075,23414,23469,23317,23048,22995,22980
0500000US48221,48221,"Hood County, Texas",51182,51163,51268,51558,52129,52866,53820,55290,56703,58154,60537
0500000US48223,48223,"Hopkins County, Texas",35161,35161,35206,35253,35310,35303,35696,35990,36212,36493,36810
0500000US48225,48225,"Houston County, Texas",23732,23731,23681,23428,23209,22809,22815,22758,22915,23116,23169
0500000US48227,48227,"Howard County, Texas",35012,35012,34992,35016,35531,36218,36602,37282,36792,36198,36459
0500000US48229,48229,"Hudspeth County, Texas",3476,3476,3472,3412,3358,3341,3308,3539,4246,4600,4795
0500000US48231,48231,"Hunt County, Texas",86129,86162,86384,86701,87001,87465,88679,89719,91943,93927,96493
0500000US48233,48233,"Hutchinson County, Texas",22150,22249,22212,22021,22021,21924,21921,21810,21562,21362,21198
0500000US48235,48235,"Irion County, Texas",1599,1597,1607,1592,1573,1610,1574,1543,1562,1511,1522
0500000US48237,48237,"Jack County, Texas",9044,9044,9007,9032,8995,8954,8885,8883,8779,8821,8843
0500000US48239,48239,"Jackson County, Texas",14075,14075,14091,14048,14273,14612,14726,14810,14874,14818,14874
0500000US48241,48241,"Jasper County, Texas",35710,35710,35775,36199,35851,35615,35421,35260,35416,35550,35872
0500000US48243,48243,"Jeff Davis County, Texas",2342,2342,2344,2282,2296,2231,2217,2199,2232,2271,2252
0500000US48245,48245,"Jefferson County, Texas",252273,252277,252463,253456,251604,253111,252915,255232,256311,256591,255001
0500000US48247,48247,"Jim Hogg County, Texas",5300,5300,5288,5291,5280,5268,5334,5307,5275,5245,5248
0500000US48249,48249,"Jim Wells County, Texas",40838,40836,40885,41211,41644,41679,41503,41526,41181,40930,40822
0500000US48251,48251,"Johnson County, Texas",150934,150940,151248,152071,153405,154539,156754,159368,162793,167101,171361
0500000US48253,48253,"Jones County, Texas",20202,20192,20237,20266,19870,20034,19846,19972,19969,19852,19817
0500000US48255,48255,"Karnes County, Texas",14824,14828,14889,14955,14860,14728,14913,15400,15456,15516,15650
0500000US48257,48257,"Kaufman County, Texas",103350,103363,103890,105213,106578,108284,110913,114140,118030,122845,128622
0500000US48259,48259,"Kendall County, Texas",33410,33411,33616,34447,35586,37173,38402,39965,41919,43984,45641
0500000US48261,48261,"Kenedy County, Texas",416,413,417,438,447,438,437,440,434,422,442
0500000US48263,48263,"Kent County, Texas",808,808,812,812,825,781,748,747,748,760,726
0500000US48265,48265,"Kerr County, Texas",49625,49625,49622,49617,49701,49775,50334,50854,51384,51850,52405
0500000US48267,48267,"Kimble County, Texas",4607,4605,4602,4594,4526,4464,4466,4393,4415,4406,4362
0500000US48269,48269,"King County, Texas",286,285,288,258,270,273,263,281,291,289,277
0500000US48271,48271,"Kinney County, Texas",3598,3598,3590,3607,3639,3632,3555,3608,3670,3775,3767
0500000US48273,48273,"Kleberg County, Texas",32061,32061,32034,32033,32105,32031,31910,31487,31447,31152,31129
0500000US48275,48275,"Knox County, Texas",3719,3719,3723,3721,3729,3723,3802,3794,3733,3683,3653
0500000US48277,48277,"Lamar County, Texas",49793,49789,49819,49854,49657,49095,49417,49380,49536,49597,49728
0500000US48279,48279,"Lamb County, Texas",13977,13976,13994,14056,13861,13660,13484,13265,13205,13198,13158
0500000US48281,48281,"Lampasas County, Texas",19677,19680,19766,19925,20060,20149,20113,20379,20560,20919,21229
0500000US48283,48283,"La Salle County, Texas",6886,6886,6914,7001,7158,7449,7486,7650,7611,7567,7531
0500000US48285,48285,"Lavaca County, Texas",19263,19264,19255,19310,19529,19634,19783,19916,19875,20019,20110
0500000US48287,48287,"Lee County, Texas",16612,16610,16592,16555,16504,16551,16626,16873,16976,17139,17144
0500000US48289,48289,"Leon County, Texas",16801,16801,16726,16830,16747,16629,16737,17034,17200,17249,17270
0500000US48291,48291,"Liberty County, Texas",75643,75641,75856,75981,76371,76854,78056,79611,81513,83809,86323
0500000US48293,48293,"Limestone County, Texas",23384,23388,23490,23592,23690,23448,23538,23475,23527,23517,23519
0500000US48295,48295,"Lipscomb County, Texas",3302,3302,3283,3332,3447,3490,3553,3563,3499,3376,3355
0500000US48297,48297,"Live Oak County, Texas",11531,11533,11556,11507,11655,11818,12057,12177,12029,12185,12166
0500000US48299,48299,"Llano County, Texas",19301,19301,19334,19069,19262,19506,19662,20083,20606,21205,21646
0500000US48301,48301,"Loving County, Texas",82,82,84,95,86,106,89,119,117,136,152
0500000US48303,48303,"Lubbock County, Texas",278831,278918,280304,283395,285972,289545,294488,298365,302129,304875,307412
0500000US48305,48305,"Lynn County, Texas",5915,5915,5914,5886,5796,5728,5799,5747,5775,5841,5877
0500000US48307,48307,"McCulloch County, Texas",8283,8284,8231,8254,8242,8245,8157,8259,8127,7960,7987
0500000US48309,48309,"McLennan County, Texas",234906,234899,235917,237850,239390,241477,243220,245523,247649,251147,254607
0500000US48311,48311,"McMullen County, Texas",707,707,711,697,731,761,800,835,820,785,749
0500000US48313,48313,"Madison County, Texas",13664,13667,13736,13749,13742,13819,13869,13970,14122,14255,14422
0500000US48315,48315,"Marion County, Texas",10546,10536,10488,10477,10377,10281,10153,10135,10124,10073,9928
0500000US48317,48317,"Martin County, Texas",4799,4799,4809,4885,4981,5272,5462,5653,5638,5562,5753
0500000US48319,48319,"Mason County, Texas",4012,4013,4010,4033,4057,4121,4096,4058,4167,4203,4280
0500000US48321,48321,"Matagorda County, Texas",36702,36702,36708,36684,36553,36518,36501,36775,37076,36811,36552
0500000US48323,48323,"Maverick County, Texas",54258,54258,54448,55292,55808,56593,57197,57806,58134,58227,58485
0500000US48325,48325,"Medina County, Texas",46006,46006,46129,46511,46804,47247,47839,48419,49280,50210,50921
0500000US48327,48327,"Menard County, Texas",2242,2242,2230,2213,2204,2137,2128,2134,2093,2121,2139
0500000US48329,48329,"Midland County, Texas",136872,136872,136985,140227,147356,152395,156787,162359,163862,165386,172578
0500000US48331,48331,"Milam County, Texas",24757,24756,24679,24603,24111,24089,24145,24370,24691,24985,25131
0500000US48333,48333,"Mills County, Texas",4936,4941,4968,4882,4830,4871,4871,4889,4890,4937,4921
0500000US48335,48335,"Mitchell County, Texas",9403,9403,9413,9395,9331,9002,9074,8864,8477,8232,8145
0500000US48337,48337,"Montague County, Texas",19719,19720,19716,19755,19476,19389,19368,19257,19396,19429,19596
0500000US48339,48339,"Montgomery County, Texas",455746,455750,459210,471396,484622,498518,517328,536124,555703,572146,590925
0500000US48341,48341,"Moore County, Texas",21904,21904,22007,22076,22438,22158,22006,21825,21810,21878,21485
0500000US48343,48343,"Morris County, Texas",12934,12934,12920,12770,12703,12681,12606,12369,12426,12381,12339
0500000US48345,48345,"Motley County, Texas",1210,1205,1205,1200,1197,1192,1149,1146,1169,1229,1234
0500000US48347,48347,"Nacogdoches County, Texas",64524,64524,64686,65653,65869,65198,65248,65538,65693,65599,65711
0500000US48349,48349,"Navarro County, Texas",47735,47840,47872,48077,48177,48060,47947,48209,48417,48779,49565
0500000US48351,48351,"Newton County, Texas",14445,14445,14448,14561,14433,14341,14292,14159,14159,13930,13746
0500000US48353,48353,"Nolan County, Texas",15216,15215,15247,15145,14937,15072,15128,15100,15015,14837,14751
0500000US48355,48355,"Nueces County, Texas",340223,340223,340253,343252,347959,352996,356747,360616,361786,361014,362265
0500000US48357,48357,"Ochiltree County, Texas",10223,10223,10170,10443,10616,10711,10727,10717,10290,10060,9947
0500000US48359,48359,"Oldham County, Texas",2052,2052,2050,2071,2046,2088,2069,2064,2074,2113,2131
0500000US48361,48361,"Orange County, Texas",81837,81837,82013,82331,82881,82811,83249,83946,84533,84936,83572
0500000US48363,48363,"Palo Pinto County, Texas",28111,28122,28084,28051,27859,27876,28034,27966,28136,28575,28875
0500000US48365,48365,"Panola County, Texas",23796,23796,23772,24008,23998,23793,23749,23665,23420,23219,23148
0500000US48367,48367,"Parker County, Texas",116927,116957,117325,118318,119483,119796,122165,125696,129074,133704,138371
0500000US48369,48369,"Parmer County, Texas",10269,10269,10264,10278,10189,9994,9962,9823,9815,9796,9864
0500000US48371,48371,"Pecos County, Texas",15507,15507,15521,15641,15571,15665,15836,16012,15848,15618,15673
0500000US48373,48373,"Polk County, Texas",45413,45415,45447,45578,45520,45539,45830,46632,47678,49016,50031
0500000US48375,48375,"Potter County, Texas",121073,121078,121380,122311,122759,122168,122119,121385,120824,120518,119648
0500000US48377,48377,"Presidio County, Texas",7818,7817,7876,7762,7633,7404,7216,7089,7208,7155,6948
0500000US48379,48379,"Rains County, Texas",10914,10916,10913,11002,10939,11032,11012,11136,11306,11751,12159
0500000US48381,48381,"Randall County, Texas",120725,120720,121182,123416,124973,126755,128736,130443,132491,134433,136271
0500000US48383,48383,"Reagan County, Texas",3367,3367,3353,3394,3480,3634,3788,3811,3722,3700,3741
0500000US48385,48385,"Real County, Texas",3309,3309,3322,3431,3353,3319,3348,3297,3397,3427,3478
0500000US48387,48387,"Red River County, Texas",12860,12864,12877,12685,12729,12496,12452,12355,12190,12203,12175
0500000US48389,48389,"Reeves County, Texas",13783,13783,13836,13812,13987,14218,14557,14955,15122,15295,15695
0500000US48391,48391,"Refugio County, Texas",7383,7383,7375,7320,7255,7277,7357,7324,7269,7199,7032
0500000US48393,48393,"Roberts County, Texas",929,929,924,926,942,919,914,910,910,937,903
0500000US48395,48395,"Robertson County, Texas",16622,16620,16554,16656,16454,16430,16468,16701,16814,17185,17284
0500000US48397,48397,"Rockwall County, Texas",78337,78330,78907,81028,82705,84671,87073,90169,93432,96877,100657
0500000US48399,48399,"Runnels County, Texas",10501,10506,10512,10503,10338,10200,10297,10394,10291,10333,10234
0500000US48401,48401,"Rusk County, Texas",53330,53307,53361,53697,53802,53352,53238,53006,52962,54320,54450
0500000US48403,48403,"Sabine County, Texas",10834,10838,10873,10728,10525,10426,10431,10445,10382,10441,10589
0500000US48405,48405,"San Augustine County, Texas",8865,8861,8854,8799,8788,8662,8480,8347,8283,8292,8232
0500000US48407,48407,"San Jacinto County, Texas",26384,26377,26474,26778,26944,26734,27051,27358,27724,28242,28719
0500000US48409,48409,"San Patricio County, Texas",64804,64802,64429,64454,65266,66140,66665,67126,67322,67223,66893
0500000US48411,48411,"San Saba County, Texas",6131,6130,6134,6046,5992,5962,5862,5930,5934,6032,6054
0500000US48413,48413,"Schleicher County, Texas",3461,3461,3503,3309,3260,3192,3165,3195,3057,2995,2895
0500000US48415,48415,"Scurry County, Texas",16921,16919,16929,16861,17124,17276,17380,17566,17381,17004,16866
0500000US48417,48417,"Shackelford County, Texas",3378,3380,3387,3338,3365,3379,3320,3337,3341,3305,3253
0500000US48419,48419,"Shelby County, Texas",25448,25448,25459,25735,26075,25992,25624,25414,25624,25311,25418
0500000US48421,48421,"Sherman County, Texas",3034,3034,3025,3014,3037,3069,3064,3051,3056,3041,3079
0500000US48423,48423,"Smith County, Texas",209714,209725,210408,212764,214836,216521,219605,222447,225344,227460,230221
0500000US48425,48425,"Somervell County, Texas",8490,8491,8501,8427,8556,8569,8562,8620,8672,8847,9016
0500000US48427,48427,"Starr County, Texas",60968,60968,61147,61670,62019,62459,63059,63595,64025,64267,64525
0500000US48429,48429,"Stephens County, Texas",9630,9630,9617,9531,9610,9368,9345,9390,9385,9307,9433
0500000US48431,48431,"Sterling County, Texas",1143,1143,1137,1170,1191,1230,1341,1336,1344,1301,1311
0500000US48433,48433,"Stonewall County, Texas",1490,1490,1496,1463,1452,1418,1388,1399,1404,1387,1362
0500000US48435,48435,"Sutton County, Texas",4128,4128,4062,3988,3917,3983,3970,3916,3885,3798,3758
0500000US48437,48437,"Swisher County, Texas",7854,7859,7918,7803,7848,7723,7555,7484,7438,7481,7462
0500000US48439,48439,"Tarrant County, Texas",1809034,1810655,1817507,1847736,1882350,1913161,1946639,1985924,2024925,2057468,2084931
0500000US48441,48441,"Taylor County, Texas",131506,131508,131833,132839,134089,133937,135003,136141,136260,136696,137640
0500000US48443,48443,"Terrell County, Texas",984,984,1011,950,921,891,910,870,824,820,823
0500000US48445,48445,"Terry County, Texas",12651,12651,12682,12660,12632,12714,12795,12757,12779,12458,12287
0500000US48447,48447,"Throckmorton County, Texas",1641,1641,1639,1637,1610,1606,1613,1559,1537,1519,1515
0500000US48449,48449,"Titus County, Texas",32334,32334,32421,32454,32627,32607,32530,32697,32583,32806,33033
0500000US48451,48451,"Tom Green County, Texas",110224,110228,110678,111740,113300,114676,116327,117501,117625,117689,118189
0500000US48453,48453,"Travis County, Texas",1024266,1024462,1030539,1061719,1097072,1122585,1152758,1180173,1206383,1227771,1248743
0500000US48455,48455,"Trinity County, Texas",14585,14675,14729,14684,14372,14446,14300,14544,14552,14710,14740
0500000US48457,48457,"Tyler County, Texas",21766,21760,21760,21666,21494,21500,21457,21372,21432,21523,21696
0500000US48459,48459,"Upshur County, Texas",39309,39315,39379,39730,39919,39762,40286,40339,40809,41151,41260
0500000US48461,48461,"Upton County, Texas",3355,3349,3338,3285,3263,3387,3483,3656,3699,3661,3671
0500000US48463,48463,"Uvalde County, Texas",26405,26405,26443,26589,26752,26920,27046,26968,27088,27098,26846
0500000US48465,48465,"Val Verde County, Texas",48879,48879,48980,48980,48991,49069,48877,48951,49003,49096,49208
0500000US48467,48467,"Van Zandt County, Texas",52579,52560,52589,52495,52217,52341,52799,53444,54378,55202,56019
0500000US48469,48469,"Victoria County, Texas",86793,86793,86876,87550,89115,90076,91059,92178,92475,92103,92035
0500000US48471,48471,"Walker County, Texas",67861,67861,68243,68407,68605,69414,70086,70861,71887,72383,72480
0500000US48473,48473,"Waller County, Texas",43205,43277,43524,44109,44353,45431,46794,48663,50069,51285,53126
0500000US48475,48475,"Ward County, Texas",10658,10658,10593,10671,10823,11208,11574,11633,11580,11423,11720
0500000US48477,48477,"Washington County, Texas",33718,33695,33703,33955,33928,34201,34404,34833,34736,34897,35108
0500000US48479,48479,"Webb County, Texas",250304,250304,251391,255981,260722,264632,267732,270120,272520,273982,275910
0500000US48481,48481,"Wharton County, Texas",41280,41280,41281,41289,41149,41142,41124,41426,41668,41916,41619
0500000US48483,48483,"Wheeler County, Texas",5410,5406,5387,5447,5592,5719,5699,5664,5529,5326,5191
0500000US48485,48485,"Wichita County, Texas",131500,131665,131800,130785,131691,132198,132649,131034,131443,131899,132064
0500000US48487,48487,"Wilbarger County, Texas",13535,13535,13511,13454,13293,13207,12991,13067,12904,12747,12820
0500000US48489,48489,"Willacy County, Texas",22134,22136,22227,22171,22219,22043,21966,21902,21813,21574,21515
0500000US48491,48491,"Williamson County, Texas",422679,422501,426284,442014,455788,470104,488041,507104,527474,545948,566719
0500000US48493,48493,"Wilson County, Texas",42918,42913,43057,43670,44361,45230,46161,47185,48205,49215,50224
0500000US48495,48495,"Winkler County, Texas",7110,7110,7087,7166,7373,7638,7826,8013,7876,7574,7720
0500000US48497,48497,"Wise County, Texas",59127,59100,59101,59949,60414,61012,61705,62857,64466,65863,68305
0500000US48499,48499,"Wood County, Texas",41964,41959,41981,42093,42387,42351,42774,43119,43760,44291,45129
0500000US48501,48501,"Yoakum County, Texas",7879,7879,7851,7972,8058,8226,8404,8648,8651,8562,8591
0500000US48503,48503,"Young County, Texas",18550,18550,18522,18353,18278,18358,18278,18165,18105,17978,18045
0500000US48505,48505,"Zapata County, Texas",14018,14018,14087,14229,14285,14403,14404,14511,14456,14283,14190
0500000US48507,48507,"Zavala County, Texas",11677,11677,11728,11878,12022,12207,12259,12322,12127,11965,11983
0500000US49001,49001,"Beaver County, Utah",6629,6629,6655,6557,6499,6455,6429,6351,6458,6396,6580
0500000US49003,49003,"Box Elder County, Utah",49975,49978,50170,50233,50201,50729,51303,51832,52953,53967,54950
0500000US49005,49005,"Cache County, Utah",112656,112656,113386,114774,115897,117031,117906,119774,122367,124564,127068
0500000US49007,49007,"Carbon County, Utah",21403,21403,21403,21303,21221,20901,20634,20385,20323,20168,20269
0500000US49009,49009,"Daggett County, Utah",1059,1061,1077,1162,1095,1140,1124,1105,1075,1022,980
0500000US49011,49011,"Davis County, Utah",306479,306492,307906,311838,315933,322251,328756,334676,341080,346881,351713
0500000US49013,49013,"Duchesne County, Utah",18607,18605,18647,18701,19004,19965,20206,20756,20255,19915,19964
0500000US49015,49015,"Emery County, Utah",10976,10976,11005,10984,10938,10759,10638,10359,10207,10020,10014
0500000US49017,49017,"Garfield County, Utah",5172,5172,5197,5148,5063,5029,5005,4969,4971,5061,5080
0500000US49019,49019,"Grand County, Utah",9225,9224,9312,9295,9355,9373,9477,9555,9642,9640,9764
0500000US49021,49021,"Iron County, Utah",46163,46163,46263,46615,46644,46527,47045,48120,49692,50822,52775
0500000US49023,49023,"Juab County, Utah",10246,10246,10263,10311,10294,10261,10409,10541,10985,11248,11555
0500000US49025,49025,"Kane County, Utah",7125,7125,7213,7293,7173,7122,7166,7040,7300,7537,7709
0500000US49027,49027,"Millard County, Utah",12503,12503,12541,12569,12468,12558,12544,12627,12657,12829,13006
0500000US49029,49029,"Morgan County, Utah",9469,9469,9522,9652,9807,10208,10602,11046,11386,11875,12045
0500000US49031,49031,"Piute County, Utah",1556,1557,1565,1498,1496,1487,1467,1491,1459,1413,1445
0500000US49033,49033,"Rich County, Utah",2264,2264,2255,2295,2258,2264,2274,2300,2312,2402,2464
0500000US49035,49035,"Salt Lake County, Utah",1029655,1029590,1032979,1047557,1064021,1079543,1090257,1102629,1120684,1137820,1152633
0500000US49037,49037,"San Juan County, Utah",14746,14745,14825,14836,15034,14983,15052,15240,15343,15320,15449
0500000US49039,49039,"Sanpete County, Utah",27822,27822,27939,27999,27954,28124,28295,28663,29256,29991,30623
0500000US49041,49041,"Sevier County, Utah",20802,20801,20800,20870,20658,20749,20735,20860,21137,21317,21539
0500000US49043,49043,"Summit County, Utah",36324,36324,36500,37418,37862,38421,39118,39647,40506,41349,41933
0500000US49045,49045,"Tooele County, Utah",58218,58218,58501,59182,59788,60633,61446,62617,64535,67418,69907
0500000US49047,49047,"Uintah County, Utah",32588,32588,32469,33241,34641,35683,36921,37783,36254,35219,35438
0500000US49049,49049,"Utah County, Utah",516564,516639,519994,530658,539704,551333,560751,572650,590082,606503,622213
0500000US49051,49051,"Wasatch County, Utah",23530,23525,23644,24408,25345,26589,27822,29147,30430,31975,33240
0500000US49053,49053,"Washington County, Utah",138115,138115,138392,141245,144146,147004,151109,154680,159337,165859,171700
0500000US49055,49055,"Wayne County, Utah",2778,2778,2772,2742,2704,2712,2696,2691,2674,2721,2690
0500000US49057,49057,"Weber County, Utah",231236,231223,232139,233832,236264,238093,240212,242963,247253,251866,256359
0500000US50001,50001,"Addison County, Vermont",36821,36821,36826,36967,36901,36936,36933,36926,36925,36940,36973
0500000US50003,50003,"Bennington County, Vermont",37125,37125,37083,36814,36614,36543,36173,36161,35921,35713,35631
0500000US50005,50005,"Caledonia County, Vermont",31227,31231,31162,31102,31019,31039,30868,30643,30156,30154,30302
0500000US50007,50007,"Chittenden County, Vermont",156545,156540,156773,158023,158677,159444,159961,161294,161542,162891,164572
0500000US50009,50009,"Essex County, Vermont",6306,6306,6312,6323,6223,6193,6154,6196,6227,6213,6250
0500000US50011,50011,"Franklin County, Vermont",47746,47752,47813,48214,48307,48394,48749,48973,48976,49007,49421
0500000US50013,50013,"Grand Isle County, Vermont",6970,6970,6948,6973,6971,6988,6967,6870,6917,6983,7090
0500000US50015,50015,"Lamoille County, Vermont",24475,24475,24517,24706,24945,25112,25130,25238,25325,25345,25300
0500000US50017,50017,"Orange County, Vermont",28936,28941,28947,29018,28917,28851,28878,28890,28921,28999,28999
0500000US50019,50019,"Orleans County, Vermont",27231,27234,27245,27191,27161,27134,27021,27030,26762,26834,26907
0500000US50021,50021,"Rutland County, Vermont",61642,61653,61578,61220,60791,60480,60031,59547,59113,59000,58672
0500000US50023,50023,"Washington County, Vermont",59534,59522,59569,59584,59405,59217,58960,58645,58356,58283,58140
0500000US50025,50025,"Windham County, Vermont",44513,44513,44505,44239,43998,43889,43663,43252,43172,42906,42756
0500000US50027,50027,"Windsor County, Vermont",56670,56661,56602,56605,56134,55992,55730,55532,55331,55257,55286
0500000US51001,51001,"Accomack County, Virginia",33164,33162,33147,33221,33264,32966,32970,32910,32850,32566,32412
0500000US51003,51003,"Albemarle County, Virginia",98970,98988,99196,100202,101463,102273,103743,105119,106408,107788,108718
0500000US51005,51005,"Alleghany County, Virginia",16250,16261,16201,16159,16031,15921,15602,15420,15379,15119,14910
0500000US51007,51007,"Amelia County, Virginia",12690,12695,12746,12752,12747,12659,12716,12782,12793,12965,13013
0500000US51009,51009,"Amherst County, Virginia",32353,32354,32388,32149,32628,32316,32158,31832,31889,31863,31666
0500000US51011,51011,"Appomattox County, Virginia",14973,15029,15099,15108,15245,15320,15348,15485,15512,15701,15841
0500000US51013,51013,"Arlington County, Virginia",207627,207687,209287,215972,221463,224938,226043,228746,231582,235121,237521
0500000US51015,51015,"Augusta County, Virginia",73750,73753,73581,73638,73579,73842,73880,74293,74793,75082,75457
0500000US51017,51017,"Bath County, Virginia",4731,4727,4721,4655,4642,4592,4535,4456,4399,4285,4292
0500000US51019,51019,"Bedford County, Virginia",68676,74936,75045,75557,75759,76187,77046,77598,77911,78239,78747
0500000US51021,51021,"Bland County, Virginia",6824,6824,6799,6774,6694,6674,6585,6534,6472,6351,6293
0500000US51023,51023,"Botetourt County, Virginia",33148,33150,33197,32999,33120,32991,33077,33344,33177,33236,33277
0500000US51025,51025,"Brunswick County, Virginia",17434,17422,17402,17126,17032,16984,16826,16856,16642,16616,16384
0500000US51027,51027,"Buchanan County, Virginia",24098,24100,24082,23817,23816,23618,23144,22705,22118,21500,21221
0500000US51029,51029,"Buckingham County, Virginia",17146,17140,17091,17209,17067,17156,16935,17016,17042,17027,16999
0500000US51031,51031,"Campbell County, Virginia",54842,54807,54898,54780,54823,55073,55267,55289,55233,55086,54973
0500000US51033,51033,"Caroline County, Virginia",28545,28558,28641,28676,28954,29256,29749,29891,30073,30433,30772
0500000US51035,51035,"Carroll County, Virginia",30042,30076,30074,30092,29918,29911,29707,29850,29748,29747,29636
0500000US51036,51036,"Charles City County, Virginia",7256,7256,7259,7204,7126,7071,6975,7040,7019,7000,6941
0500000US51037,51037,"Charlotte County, Virginia",12586,12591,12562,12492,12395,12277,12176,12172,12108,12082,11938
0500000US51041,51041,"Chesterfield County, Virginia",316236,316239,317195,320279,323878,327639,332148,334955,338414,343163,348556
0500000US51043,51043,"Clarke County, Virginia",14034,14025,14011,14187,14243,14250,14314,14242,14296,14449,14523
0500000US51045,51045,"Craig County, Virginia",5190,5175,5198,5169,5138,5138,5176,5138,5122,5065,5064
0500000US51047,51047,"Culpeper County, Virginia",46689,46691,46839,47343,47845,48611,49248,49553,50324,51267,51859
0500000US51049,51049,"Cumberland County, Virginia",10052,10039,10028,9982,9839,9846,9838,9746,9723,9813,9809
0500000US51051,51051,"Dickenson County, Virginia",15903,15877,15847,15776,15706,15525,15344,15202,15008,14721,14523
0500000US51053,51053,"Dinwiddie County, Virginia",28001,28014,28053,28113,28224,28087,28098,28111,28341,28459,28529
0500000US51057,51057,"Essex County, Virginia",11151,11149,11146,11167,11132,11157,11067,11097,11086,11011,10919
0500000US51059,51059,"Fairfax County, Virginia",1081726,1081667,1086127,1103372,1120475,1131988,1136573,1140164,1143229,1146883,1150795
0500000US51061,51061,"Fauquier County, Virginia",65203,65236,65447,66035,66565,67146,68132,68431,68810,69528,70675
0500000US51063,51063,"Floyd County, Virginia",15279,15292,15366,15399,15432,15483,15527,15548,15675,15785,15795
0500000US51065,51065,"Fluvanna County, Virginia",25691,25744,25792,25958,25885,25825,25970,26111,26129,26417,26783
0500000US51067,51067,"Franklin County, Virginia",56159,56135,56186,56341,56294,56275,56268,56227,56148,56326,56195
